0 32767
0 25996
0 8479
0 -12543
0 -28381
0 -32486
0 -23159
0 -4255
0 16408
0 30287
0 31639
0 19904
0 -64
0 -20007
0 -31674
0 -30235
0 -16284
0 4405
0 23272
0 32508
0 28288
0 12357
0 -8689
0 -26139
0 -32766
0 -25825
0 -8188
0 12840
0 28551
0 32436
0 22884
0 3851
0 -16778
0 -30456
0 -31513
0 -19510
0 579
0 20429
0 31812
0 30007
0 15761
0 -5020
0 -23721
0 -32585
0 -27935
0 -11699
0 9390
0 26585
0 32751
0 25329
0 7397
0 -13605
0 -28962
0 -32300
0 -22231
0 -2933
0 17582
0 30799
0 31229
0 18691
0 -1607
0 -21240
0 -32052
0 -29551
0 -14774
0 6140
0 24505
0 32688
0 27289
0 10549
0 -10575
0 -27305
0 -32686
0 -24479
0 -6096
0 14822
0 29578
0 32036
0 21170
0 1500
0 -18794
0 -31272
0 -30742
0 -17421
0 3147
0 22408
0 32344
0 28820
0 13301
0 -7754
0 -25583
0 -32762
0 -26302
0 -8890
0 12223
0 28248
0 32509
0 23230
0 4275
0 -16461
0 -30341
0 -31580
0 -19661
0 450
0 20376
0 31810
0 29986
0 15663
0 -5189
0 -23879
0 -32614
0 -27750
0 -11314
0 9840
0 26892
0 32727
0 24912
0 6703
0 -14301
0 -29341
0 -32138
0 -21524
0 -1927
0 18474
0 31166
0 30848
0 17652
0 -2913
0 -22263
0 -32318
0 -28877
0 -13376
0 7712
0 25580
0 32763
0 26259
0 8784
0 -12361
0 -28343
0 -32480
0 -23043
0 -3975
0 16755
0 30482
0 31466
0 19294
0 -945
0 -20790
0 -31942
0 -29735
0 -15090
0 5866
0 24370
0 32679
0 27315
0 10522
0 -10674
0 -27405
0 -32666
0 -24255
0 -5690
0 15257
0 29818
0 31894
0 20616
0 703
0 -19504
0 -31543
0 -30371
0 -16476
0 4321
0 23309
0 32531
0 28122
0 11927
0 -9265
0 -26576
0 -32748
0 -25192
0 -7074
0 14010
0 29221
0 32179
0 21642
0 2028
0 -18436
0 -31169
0 -30826
0 -17551
0 3087
0 22432
0 32364
0 28714
0 13013
0 -8150
0 -25894
0 -32767
0 -25884
0 -8133
0 13033
0 28728
0 32358
0 22398
0 3029
0 -17612
0 -30856
0 -31137
0 -18335
0 2171
0 21766
0 32214
0 29122
0 13790
0 -7340
0 -25385
0 -32758
0 -26357
0 -8873
0 12343
0 28369
0 32463
0 22903
0 3707
0 -17048
0 -30632
0 -31327
0 -18840
0 1576
0 21329
0 32106
0 29368
0 14267
0 -6840
0 -25069
0 -32743
0 -26628
0 -9299
0 11946
0 28161
0 32514
0 23170
0 4063
0 -16755
0 -30515
0 -31416
0 -19077
0 1302
0 21134
0 32057
0 29467
0 14452
0 -6655
0 -24958
0 -32736
0 -26709
0 -9415
0 11849
0 28117
0 32523
0 23208
0 4099
0 -16739
0 -30514
0 -31412
0 -19051
0 1351
0 21184
0 32074
0 29423
0 14348
0 -6786
0 -25056
0 -32743
0 -26601
0 -9222
0 12053
0 28237
0 32491
0 23017
0 3815
0 -16999
0 -30629
0 -31314
0 -18762
0 1722
0 21479
0 32155
0 29235
0 13951
0 -7232
0 -25358
0 -32758
0 -26302
0 -8718
0 12554
0 28516
0 32412
0 22591
0 3210
0 -17531
0 -30852
0 -31113
0 -18203
0 2414
0 22010
0 32287
0 28891
0 13258
0 -7989
0 -25854
0 -32767
0 -25799
0 -7899
0 13347
0 28939
0 32268
0 21920
0 2281
0 -18325
0 -31164
0 -30791
0 -17364
0 3426
0 22765
0 32450
0 28372
0 12260
0 -9053
0 -26526
0 -32746
0 -25073
0 -6759
0 14422
0 29484
0 32033
0 20985
0 1029
0 -19364
0 -31538
0 -30321
0 -16228
0 4755
0 23721
0 32612
0 27651
0 10944
0 -10412
0 -27346
0 -32661
0 -24098
0 -5293
0 15761
0 30118
0 31673
0 19764
0 -547
0 -20627
0 -31937
0 -29666
0 -14780
0 6392
0 24847
0 32733
0 26695
0 9299
0 -12053
0 -28278
0 -32470
0 -22844
0 -3495
0 17341
0 30798
0 31144
0 18231
0 -2444
0 -22080
0 -32313
0 -28786
0 -12998
0 8325
0 26105
0 32763
0 25464
0 7315
0 -13951
0 -29274
0 -32121
0 -21278
0 -1365
0 19130
0 31471
0 30395
0 16359
0 -4652
0 -23681
0 -32611
0 -27632
0 -10866
0 10534
0 27442
0 32643
0 23915
0 4983
0 -16076
0 -30276
0 -31554
0 -19363
0 1094
0 21084
0 32074
0 29368
0 14122
0 -7155
0 -25377
0 -32761
0 -26152
0 -8370
0 12987
0 28797
0 32303
0 22005
0 2303
0 -18384
0 -31214
0 -30702
0 -17065
0 3867
0 23148
0 32531
0 28004
0 11500
0 -9922
0 -27101
0 -32689
0 -24292
0 -5503
0 15641
0 30094
0 31669
0 19691
0 -714
0 -20815
0 -32007
0 -29496
0 -14358
0 6928
0 25249
0 32758
0 26238
0 8480
0 -12910
0 -28771
0 -32307
0 -22002
0 -2269
0 18436
0 31242
0 30660
0 16936
0 -4047
0 -23296
0 -32559
0 -27863
0 -11220
0 10234
0 27301
0 32659
0 24010
0 5062
0 -16058
0 -30290
0 -31527
0 -19237
0 1308
0 21293
0 32140
0 29193
0 13714
0 -7651
0 -25733
0 -32768
0 -25732
0 -7647
0 13722
0 29199
0 32136
0 21268
0 1264
0 -19283
0 -31547
0 -30256
0 -15963
0 5189
0 24113
0 32673
0 27189
0 10017
0 -11462
0 -28014
0 -32521
0 -23043
0 -3655
0 17305
0 30823
0 31083
0 17972
0 -2871
0 -22481
0 -32417
0 -28404
0 -12167
0 9307
0 26776
0 32720
0 24578
0 5855
0 -15389
0 -30008
0 -31705
0 -19748
0 714
0 20870
0 32037
0 29402
0 14100
0 -7277
0 -25520
0 -32766
0 -25891
0 -7857
